user_id,activity_level,home_type,grooming_preference,time_available,experience_level,preferred_dog_size,PetName,grooming_frequency_value,shedding_value,energy_level_value,trainability_value,demeanor_value,avg_weight_z,avg_height_z
558,Low,Small Apartment,Low,Part-time,Experienced,Small,Bolognese,0.6,0.2,0.4,0.6,0.8,-1.2469789135143194,-1.3858422889440352
559,Low,Large Apartment,Very High,Full-time,First-time owner,Medium,Poodle (Standard),1.0,0.2,0.6,1.0,0.8,0.1523025647017896,-0.7001157036364584
560,Very Low,Rural,Very High,Limited,Expert,Medium,Old English Sheepdog,0.6,0.6,0.6,0.4,0.6,0.8849106684798567,0.4141899974883533
561,Very Low,Large Apartment,Medium,Limited,Expert,Small,Bolognese,0.6,0.2,0.4,0.6,0.8,-1.2469789135143194,-1.3858422889440352
562,High,Small Apartment,Very High,Full-time,First-time owner,Small,Poodle (Toy),1.0,0.2,0.6,1.0,0.8,-1.3129136428543455,-1.557273935270929
563,Moderate,Rural,Very Low,Part-time,First-time owner,Large,Newfoundland,0.4,0.6,0.6,0.8,0.8,2.2036052552803778,1.3570640522862718
564,Very High,Small Apartment,Very High,Part-time,First-time owner,Small,Poodle (Toy),1.0,0.2,0.6,1.0,0.8,-1.3129136428543455,-1.557273935270929
565,High,Small Apartment,Medium,Full-time,Experienced,Small,Bolognese,0.6,0.2,0.4,0.6,0.8,-1.2469789135143194,-1.3858422889440352
566,Moderate,Small Apartment,Very High,Full-time,Expert,Small,Bolognese,0.6,0.2,0.4,0.6,0.8,-1.2469789135143194,-1.3858422889440352
567,Very Low,Rural,High,Limited,Expert,Medium,Old English Sheepdog,0.6,0.6,0.6,0.4,0.6,0.8849106684798567,0.4141899974883533
568,Very Low,Small Apartment,Very Low,Part-time,Experienced,Small,Bolognese,0.6,0.2,0.4,0.6,0.8,-1.2469789135143194,-1.3858422889440352
569,Very Low,House,High,Part-time,Expert,Small,Bolognese,0.6,0.2,0.4,0.6,0.8,-1.2469789135143194,-1.3858422889440352
570,Very Low,Rural,Medium,Limited,First-time owner,Large,Newfoundland,0.4,0.6,0.6,0.8,0.8,2.2036052552803778,1.3570640522862718
571,Moderate,Small Apartment,Very High,Full-time,First-time owner,Small,Poodle (Toy),1.0,0.2,0.6,1.0,0.8,-1.3129136428543455,-1.557273935270929
572,Very Low,Large Apartment,Very Low,Full-time,First-time owner,Small,Havanese,0.6,0.4,0.6,0.8,1.0,-1.1663920220987318,-1.557273935270929
573,Low,House,Medium,Minimal,First-time owner,Medium,Cavalier King Charles Spaniel,0.4,0.4,0.4,1.0,0.8,-1.005218239267557,-1.128694819453694
574,Low,Small Apartment,Very High,Part-time,First-time owner,Small,Bolognese,0.6,0.2,0.4,0.6,0.8,-1.2469789135143194,-1.3858422889440352
575,High,House,Medium,Part-time,Experienced,Small,Affenpinscher,0.6,0.6,0.6,0.8,1.0,-1.210348508325416,-1.5144160236892057
576,Moderate,Large Apartment,Very High,Limited,Expert,Small,Havanese,0.6,0.4,0.6,0.8,1.0,-1.1663920220987318,-1.557273935270929
577,Very High,Large Apartment,Very Low,Part-time,Experienced,Small,Cairn Terrier,0.4,0.4,0.6,0.6,0.8,-1.0638268875698025,-1.6001318468526526
578,Moderate,Large Apartment,Very High,Full-time,Expert,Medium,Hanoverian Scenthound,0.2,0.2,0.6,0.4,0.4,1.148649585839961,0.1570425279980119
579,Moderate,Small Apartment,Very High,Limited,First-time owner,Small,Poodle (Toy),1.0,0.2,0.6,1.0,0.8,-1.3129136428543455,-1.557273935270929
580,Low,Small Apartment,Very High,Minimal,First-time owner,Small,Bolognese,0.6,0.2,0.4,0.6,0.8,-1.2469789135143194,-1.3858422889440352
581,Moderate,House,Medium,Full-time,First-time owner,Small,Affenpinscher,0.6,0.6,0.6,0.8,1.0,-1.210348508325416,-1.5144160236892057
582,Low,House,Very Low,Minimal,First-time owner,Large,Newfoundland,0.4,0.6,0.6,0.8,0.8,2.2036052552803778,1.3570640522862718
583,Moderate,Rural,Low,Limited,Experienced,Medium,Barbet,0.4,0.2,0.6,0.6,0.8,0.0057809439461759,0.4570479090700766
584,High,House,Medium,Full-time,Experienced,Large,Great Dane,0.2,0.6,0.8,0.6,0.6,2.7164309279250256,1.8713589912669533
585,Very Low,House,Very Low,Part-time,Expert,Large,Boerboel,0.2,0.4,0.4,0.6,0.4,3.668821462836513,0.928484936469036
586,Very Low,House,Medium,Minimal,Experienced,Small,Tibetan Spaniel,0.4,0.6,0.4,0.6,0.6,-1.1077833737964866,-1.557273935270929
587,Very Low,Large Apartment,Low,Minimal,First-time owner,Small,Cavalier King Charles Spaniel,0.4,0.4,0.4,1.0,0.8,-1.005218239267557,-1.128694819453694
588,Low,House,Very Low,Limited,Expert,Large,Boerboel,0.2,0.4,0.4,0.6,0.4,3.668821462836513,0.928484936469036
589,Very Low,Rural,High,Full-time,First-time owner,Medium,Cocker Spaniel,0.8,0.4,0.6,1.0,1.0,-0.7268271598318915,-0.7858315267999056
590,Moderate,House,Very Low,Limited,Experienced,Small,Cairn Terrier,0.4,0.4,0.6,0.6,0.8,-1.0638268875698025,-1.6001318468526526
591,Low,Small Apartment,Very High,Limited,First-time owner,Small,Bolognese,0.6,0.2,0.4,0.6,0.8,-1.2469789135143194,-1.3858422889440352
592,Moderate,Small Apartment,Medium,Limited,Experienced,Small,Bolognese,0.6,0.2,0.4,0.6,0.8,-1.2469789135143194,-1.3858422889440352
593,Moderate,Large Apartment,Very High,Limited,Experienced,Medium,American Water Spaniel,0.6,0.2,0.6,1.0,0.8,-0.4337839183206645,-0.4429682341461175
594,Moderate,Large Apartment,Very Low,Limited,First-time owner,Small,Havanese,0.6,0.4,0.6,0.8,1.0,-1.1663920220987318,-1.557273935270929
595,Moderate,Small Apartment,Very High,Full-time,Experienced,Small,Bolognese,0.6,0.2,0.4,0.6,0.8,-1.2469789135143194,-1.3858422889440352
596,Moderate,Small Apartment,Low,Full-time,Expert,Small,Bolognese,0.6,0.2,0.4,0.6,0.8,-1.2469789135143194,-1.3858422889440352
597,Low,House,Medium,Limited,First-time owner,Small,Affenpinscher,0.6,0.6,0.6,0.8,1.0,-1.210348508325416,-1.5144160236892057
598,Very High,Large Apartment,Medium,Part-time,First-time owner,Medium,American Water Spaniel,0.6,0.2,0.6,1.0,0.8,-0.4337839183206645,-0.4429682341461175
599,Low,Small Apartment,Medium,Minimal,First-time owner,Small,Bolognese,0.6,0.2,0.4,0.6,0.8,-1.2469789135143194,-1.3858422889440352
600,Very Low,House,Low,Limited,Expert,Medium,Lapponian Herder,0.4,0.6,0.6,1.0,0.4,0.59186742696863,-0.0143891183288821
601,Low,Rural,Low,Part-time,Expert,Medium,Clumber Spaniel,0.4,0.8,0.6,0.6,0.4,0.59186742696863,-0.1001049414923294
602,High,Small Apartment,Very Low,Full-time,First-time owner,Small,Bolognese,0.6,0.2,0.4,0.6,0.8,-1.2469789135143194,-1.3858422889440352
603,Low,House,Medium,Minimal,Expert,Medium,Lapponian Herder,0.4,0.6,0.6,1.0,0.4,0.59186742696863,-0.0143891183288821
604,Very Low,Small Apartment,Very Low,Part-time,Experienced,Small,Bolognese,0.6,0.2,0.4,0.6,0.8,-1.2469789135143194,-1.3858422889440352
605,Moderate,House,High,Limited,First-time owner,Small,Affenpinscher,0.6,0.6,0.6,0.8,1.0,-1.210348508325416,-1.5144160236892057
606,Very High,House,Very High,Part-time,Expert,Medium,Old English Sheepdog,0.6,0.6,0.6,0.4,0.6,0.8849106684798567,0.4141899974883533
607,Low,Rural,Medium,Limited,Experienced,Large,Newfoundland,0.4,0.6,0.6,0.8,0.8,2.2036052552803778,1.3570640522862718
608,Low,Rural,Low,Limited,First-time owner,Medium,Cavalier King Charles Spaniel,0.4,0.4,0.4,1.0,0.8,-1.005218239267557,-1.128694819453694
609,Low,Rural,Medium,Full-time,First-time owner,Large,Leonberger,0.8,0.8,0.6,1.0,0.8,2.350126876035992,1.6142115217766122
610,Low,Large Apartment,Very High,Part-time,Experienced,Medium,Cocker Spaniel,0.8,0.4,0.6,1.0,1.0,-0.7268271598318915,-0.7858315267999056
611,Very Low,House,Very Low,Full-time,Expert,Large,Boerboel,0.2,0.4,0.4,0.6,0.4,3.668821462836513,0.928484936469036
612,Very Low,Small Apartment,Medium,Limited,First-time owner,Small,Bolognese,0.6,0.2,0.4,0.6,0.8,-1.2469789135143194,-1.3858422889440352
613,Very Low,Large Apartment,High,Minimal,Expert,Medium,Hanoverian Scenthound,0.2,0.2,0.6,0.4,0.4,1.148649585839961,0.1570425279980119
614,Very High,Small Apartment,Medium,Full-time,Experienced,Small,Bolognese,0.6,0.2,0.4,0.6,0.8,-1.2469789135143194,-1.3858422889440352
615,Moderate,Rural,Medium,Limited,Experienced,Large,Newfoundland,0.4,0.6,0.6,0.8,0.8,2.2036052552803778,1.3570640522862718
616,Low,Small Apartment,Medium,Limited,First-time owner,Small,Bolognese,0.6,0.2,0.4,0.6,0.8,-1.2469789135143194,-1.3858422889440352
617,Very High,House,High,Part-time,Experienced,Medium,Akita,0.8,0.6,0.8,1.0,0.6,1.4709971515023108,1.1856324059593772
618,Very Low,Large Apartment,High,Minimal,Experienced,Medium,Cavalier King Charles Spaniel,0.4,0.4,0.4,1.0,0.8,-1.005218239267557,-1.128694819453694
619,High,Large Apartment,High,Part-time,Expert,Small,Coton de Tulear,0.8,0.4,0.6,0.8,1.0,-1.122435535872048,-1.557273935270929
620,Moderate,House,Medium,Limited,Experienced,Medium,American Water Spaniel,0.6,0.2,0.6,1.0,0.8,-0.4337839183206645,-0.4429682341461175
621,Moderate,House,Low,Limited,First-time owner,Medium,Border Terrier,0.4,0.4,0.6,0.8,0.8,-1.0638268875698025,-0.9572631731267998
622,Very Low,Large Apartment,Very Low,Limited,First-time owner,Small,Havanese,0.6,0.4,0.6,0.8,1.0,-1.1663920220987318,-1.557273935270929
623,Very Low,House,Very High,Minimal,Expert,Small,Tibetan Spaniel,0.4,0.6,0.4,0.6,0.6,-1.1077833737964866,-1.557273935270929
624,Low,Small Apartment,Very High,Part-time,Experienced,Small,Bolognese,0.6,0.2,0.4,0.6,0.8,-1.2469789135143194,-1.3858422889440352
625,Low,House,Medium,Limited,First-time owner,Medium,American Water Spaniel,0.6,0.2,0.6,1.0,0.8,-0.4337839183206645,-0.4429682341461175
626,Very High,Rural,Medium,Full-time,First-time owner,Medium,Brittany,0.6,0.6,1.0,1.0,0.8,-0.4337839183206645,-0.0143891183288816
627,Low,Large Apartment,High,Part-time,Expert,Medium,Hanoverian Scenthound,0.2,0.2,0.6,0.4,0.4,1.148649585839961,0.1570425279980119
628,Very Low,Small Apartment,Very High,Limited,First-time owner,Small,Bolognese,0.6,0.2,0.4,0.6,0.8,-1.2469789135143194,-1.3858422889440352
629,High,Rural,High,Part-time,Expert,Large,Leonberger,0.8,0.8,0.6,1.0,0.8,2.350126876035992,1.6142115217766122
630,Moderate,Large Apartment,Very High,Part-time,Experienced,Small,Coton de Tulear,0.8,0.4,0.6,0.8,1.0,-1.122435535872048,-1.557273935270929
631,Low,Large Apartment,Low,Full-time,First-time owner,Small,Havanese,0.6,0.4,0.6,0.8,1.0,-1.1663920220987318,-1.557273935270929
632,Low,Rural,Very Low,Minimal,Experienced,Medium,French Bulldog,0.2,0.8,0.4,0.6,0.6,-0.6389141873785233,-1.2144106426171406
633,Moderate,Rural,Medium,Part-time,First-time owner,Large,Leonberger,0.8,0.8,0.6,1.0,0.8,2.350126876035992,1.6142115217766122
634,Very Low,Small Apartment,Medium,Minimal,First-time owner,Small,Bolognese,0.6,0.2,0.4,0.6,0.8,-1.2469789135143194,-1.3858422889440352
635,Moderate,Large Apartment,Very High,Limited,Experienced,Small,Havanese,0.6,0.4,0.6,0.8,1.0,-1.1663920220987318,-1.557273935270929
636,Moderate,Rural,High,Limited,Expert,Large,Caucasian Shepherd Dog,0.6,0.8,0.4,0.4,0.2,2.4819963347160443,1.271348229122824
637,Very Low,House,Very Low,Part-time,Experienced,Small,Tibetan Spaniel,0.4,0.6,0.4,0.6,0.6,-1.1077833737964866,-1.557273935270929
638,Low,Rural,High,Full-time,First-time owner,Medium,Cocker Spaniel,0.8,0.4,0.6,1.0,1.0,-0.7268271598318915,-0.7858315267999056
639,Low,Large Apartment,Very High,Limited,Expert,Medium,Hanoverian Scenthound,0.2,0.2,0.6,0.4,0.4,1.148649585839961,0.1570425279980119
640,High,House,Very Low,Full-time,First-time owner,Medium,Portuguese Pointer,0.2,0.4,0.8,1.0,0.8,-0.0821320285071921,0.3713320859066298
641,Very Low,Rural,Low,Full-time,Experienced,Medium,Cavalier King Charles Spaniel,0.4,0.4,0.4,1.0,0.8,-1.005218239267557,-1.128694819453694
642,Very Low,Small Apartment,High,Part-time,Expert,Small,Bolognese,0.6,0.2,0.4,0.6,0.8,-1.2469789135143194,-1.3858422889440352
643,Very Low,Small Apartment,High,Limited,Expert,Small,Bolognese,0.6,0.2,0.4,0.6,0.8,-1.2469789135143194,-1.3858422889440352
644,Very High,Small Apartment,Very Low,Part-time,Experienced,Small,Bolognese,0.6,0.2,0.4,0.6,0.8,-1.2469789135143194,-1.3858422889440352
645,Low,Large Apartment,Very High,Limited,Expert,Medium,Hanoverian Scenthound,0.2,0.2,0.6,0.4,0.4,1.148649585839961,0.1570425279980119
646,Moderate,Rural,High,Limited,Expert,Large,Caucasian Shepherd Dog,0.6,0.8,0.4,0.4,0.2,2.4819963347160443,1.271348229122824
647,Low,House,Low,Full-time,Expert,Large,Boerboel,0.2,0.4,0.4,0.6,0.4,3.668821462836513,0.928484936469036
648,Very Low,Small Apartment,High,Limited,Expert,Small,Bolognese,0.6,0.2,0.4,0.6,0.8,-1.2469789135143194,-1.3858422889440352
649,Very Low,Large Apartment,Medium,Limited,First-time owner,Medium,American Water Spaniel,0.6,0.2,0.6,1.0,0.8,-0.4337839183206645,-0.4429682341461175
650,Very Low,House,Low,Minimal,First-time owner,Large,Newfoundland,0.4,0.6,0.6,0.8,0.8,2.2036052552803778,1.3570640522862718
651,Very Low,Large Apartment,Very High,Full-time,First-time owner,Small,Poodle (Toy),1.0,0.2,0.6,1.0,0.8,-1.3129136428543455,-1.557273935270929
652,Moderate,Large Apartment,High,Limited,Experienced,Small,Havanese,0.6,0.4,0.6,0.8,1.0,-1.1663920220987318,-1.557273935270929
653,Low,Rural,Medium,Minimal,First-time owner,Medium,Cavalier King Charles Spaniel,0.4,0.4,0.4,1.0,0.8,-1.005218239267557,-1.128694819453694
654,Moderate,Small Apartment,Very Low,Part-time,Experienced,Small,Bolognese,0.6,0.2,0.4,0.6,0.8,-1.2469789135143194,-1.3858422889440352
655,Moderate,Rural,Very High,Limited,Expert,Medium,Old English Sheepdog,0.6,0.6,0.6,0.4,0.6,0.8849106684798567,0.4141899974883533
656,Low,House,High,Limited,Experienced,Small,Bolognese,0.6,0.2,0.4,0.6,0.8,-1.2469789135143194,-1.3858422889440352
657,Moderate,Large Apartment,Very Low,Full-time,Expert,Medium,Hanoverian Scenthound,0.2,0.2,0.6,0.4,0.4,1.148649585839961,0.1570425279980119
658,High,Small Apartment,Low,Part-time,Expert,Small,Bolognese,0.6,0.2,0.4,0.6,0.8,-1.2469789135143194,-1.3858422889440352
659,Moderate,Large Apartment,Very Low,Limited,First-time owner,Small,Havanese,0.6,0.4,0.6,0.8,1.0,-1.1663920220987318,-1.557273935270929
660,High,Large Apartment,Very High,Full-time,First-time owner,Medium,Poodle (Standard),1.0,0.2,0.6,1.0,0.8,0.1523025647017896,-0.7001157036364584
661,Very Low,Large Apartment,High,Minimal,Experienced,Medium,Cavalier King Charles Spaniel,0.4,0.4,0.4,1.0,0.8,-1.005218239267557,-1.128694819453694
662,Low,House,High,Part-time,Expert,Large,Boerboel,0.2,0.4,0.4,0.6,0.4,3.668821462836513,0.928484936469036
663,Moderate,Rural,Very Low,Limited,Experienced,Medium,American Staffordshire Terrier,0.2,0.4,0.6,0.6,0.6,0.1523025647017896,-0.1858207646557762
664,Very Low,House,Very Low,Minimal,Expert,Large,Boerboel,0.2,0.4,0.4,0.6,0.4,3.668821462836513,0.928484936469036
665,Moderate,Large Apartment,Very Low,Part-time,Experienced,Medium,American Staffordshire Terrier,0.2,0.4,0.6,0.6,0.6,0.1523025647017896,-0.1858207646557762
666,Low,Rural,Low,Limited,Experienced,Large,Newfoundland,0.4,0.6,0.6,0.8,0.8,2.2036052552803778,1.3570640522862718
667,Low,Large Apartment,Very Low,Full-time,Experienced,Medium,American Staffordshire Terrier,0.2,0.4,0.6,0.6,0.6,0.1523025647017896,-0.1858207646557762
668,Low,Large Apartment,Low,Limited,Experienced,Medium,Cavalier King Charles Spaniel,0.4,0.4,0.4,1.0,0.8,-1.005218239267557,-1.128694819453694
669,Low,House,High,Part-time,First-time owner,Large,Newfoundland,0.4,0.6,0.6,0.8,0.8,2.2036052552803778,1.3570640522862718
670,Very Low,Small Apartment,Very High,Part-time,Experienced,Small,Bolognese,0.6,0.2,0.4,0.6,0.8,-1.2469789135143194,-1.3858422889440352
671,Moderate,House,High,Part-time,Expert,Medium,Old English Sheepdog,0.6,0.6,0.6,0.4,0.6,0.8849106684798567,0.4141899974883533
672,Low,Small Apartment,High,Limited,First-time owner,Small,Bolognese,0.6,0.2,0.4,0.6,0.8,-1.2469789135143194,-1.3858422889440352
673,Low,Large Apartment,Very High,Limited,First-time owner,Medium,American Water Spaniel,0.6,0.2,0.6,1.0,0.8,-0.4337839183206645,-0.4429682341461175
674,Very Low,House,Very High,Limited,First-time owner,Medium,American Water Spaniel,0.6,0.2,0.6,1.0,0.8,-0.4337839183206645,-0.4429682341461175
675,Very High,Large Apartment,Very High,Full-time,Experienced,Small,Bichon Frise,1.0,0.2,0.6,0.6,1.0,-1.0198704013431183,-1.471558112107482
676,Very Low,Small Apartment,High,Minimal,Expert,Small,Bolognese,0.6,0.2,0.4,0.6,0.8,-1.2469789135143194,-1.3858422889440352
677,High,Small Apartment,High,Full-time,First-time owner,Small,Poodle (Toy),1.0,0.2,0.6,1.0,0.8,-1.3129136428543455,-1.557273935270929
678,Low,Rural,Very Low,Minimal,Experienced,Large,Mastiff,0.2,0.4,0.6,0.6,0.6,3.668821462836513,1.657069433358336
679,Very Low,Small Apartment,Medium,Part-time,Expert,Small,Bolognese,0.6,0.2,0.4,0.6,0.8,-1.2469789135143194,-1.3858422889440352
680,Low,Small Apartment,Low,Full-time,Experienced,Small,Bolognese,0.6,0.2,0.4,0.6,0.8,-1.2469789135143194,-1.3858422889440352
681,Low,House,Very High,Limited,First-time owner,Medium,American Water Spaniel,0.6,0.2,0.6,1.0,0.8,-0.4337839183206645,-0.4429682341461175
682,Very Low,House,Low,Limited,Experienced,Large,Newfoundland,0.4,0.6,0.6,0.8,0.8,2.2036052552803778,1.3570640522862718
683,Very Low,Small Apartment,Low,Minimal,First-time owner,Small,Bolognese,0.6,0.2,0.4,0.6,0.8,-1.2469789135143194,-1.3858422889440352
684,Moderate,Rural,Low,Limited,Experienced,Medium,Barbet,0.4,0.2,0.6,0.6,0.8,0.0057809439461759,0.4570479090700766
685,Low,Large Apartment,Very Low,Limited,Experienced,Small,Bolognese,0.6,0.2,0.4,0.6,0.8,-1.2469789135143194,-1.3858422889440352
686,Very Low,House,Very High,Limited,Expert,Medium,Old English Sheepdog,0.6,0.6,0.6,0.4,0.6,0.8849106684798567,0.4141899974883533
687,Very Low,Rural,Very High,Full-time,First-time owner,Large,Leonberger,0.8,0.8,0.6,1.0,0.8,2.350126876035992,1.6142115217766122
688,Moderate,House,High,Limited,Expert,Medium,Old English Sheepdog,0.6,0.6,0.6,0.4,0.6,0.8849106684798567,0.4141899974883533
689,Low,House,Very Low,Limited,Expert,Medium,Hanoverian Scenthound,0.2,0.2,0.6,0.4,0.4,1.148649585839961,0.1570425279980119
690,Low,Large Apartment,Medium,Minimal,First-time owner,Small,Cavalier King Charles Spaniel,0.4,0.4,0.4,1.0,0.8,-1.005218239267557,-1.128694819453694
691,High,Small Apartment,Very Low,Part-time,First-time owner,Small,Bolognese,0.6,0.2,0.4,0.6,0.8,-1.2469789135143194,-1.3858422889440352
692,Moderate,Small Apartment,Very High,Part-time,Expert,Small,Bolognese,0.6,0.2,0.4,0.6,0.8,-1.2469789135143194,-1.3858422889440352
693,Very Low,House,High,Limited,Experienced,Small,Bolognese,0.6,0.2,0.4,0.6,0.8,-1.2469789135143194,-1.3858422889440352
694,Low,Rural,Very Low,Minimal,Expert,Large,Boerboel,0.2,0.4,0.4,0.6,0.4,3.668821462836513,0.928484936469036
695,Very Low,Large Apartment,Very High,Limited,Experienced,Small,Bolognese,0.6,0.2,0.4,0.6,0.8,-1.2469789135143194,-1.3858422889440352
696,Very Low,Small Apartment,High,Limited,First-time owner,Small,Bolognese,0.6,0.2,0.4,0.6,0.8,-1.2469789135143194,-1.3858422889440352
697,Moderate,Rural,Very Low,Part-time,Experienced,Large,Mastiff,0.2,0.4,0.6,0.6,0.6,3.668821462836513,1.657069433358336
698,Very Low,Large Apartment,Medium,Minimal,Expert,Small,Bolognese,0.6,0.2,0.4,0.6,0.8,-1.2469789135143194,-1.3858422889440352
699,Low,Rural,Very Low,Limited,Expert,Medium,Hanoverian Scenthound,0.2,0.2,0.6,0.4,0.4,1.148649585839961,0.1570425279980119
700,Very Low,Large Apartment,Low,Full-time,Experienced,Medium,Cavalier King Charles Spaniel,0.4,0.4,0.4,1.0,0.8,-1.005218239267557,-1.128694819453694
701,Very High,Large Apartment,Low,Full-time,Expert,Small,Cairn Terrier,0.4,0.4,0.6,0.6,0.8,-1.0638268875698025,-1.6001318468526526
702,Very Low,Rural,Low,Part-time,Expert,Medium,Clumber Spaniel,0.4,0.8,0.6,0.6,0.4,0.59186742696863,-0.1001049414923294
703,High,House,Medium,Full-time,Experienced,Large,Great Dane,0.2,0.6,0.8,0.6,0.6,2.7164309279250256,1.8713589912669533
704,Moderate,Rural,Very High,Limited,Experienced,Medium,American Water Spaniel,0.6,0.2,0.6,1.0,0.8,-0.4337839183206645,-0.4429682341461175
705,Very Low,Large Apartment,Very High,Minimal,First-time owner,Medium,Cavalier King Charles Spaniel,0.4,0.4,0.4,1.0,0.8,-1.005218239267557,-1.128694819453694
706,Low,House,Very High,Limited,Expert,Large,Boerboel,0.2,0.4,0.4,0.6,0.4,3.668821462836513,0.928484936469036
707,Very Low,Rural,Medium,Limited,Expert,Medium,Old English Sheepdog,0.6,0.6,0.6,0.4,0.6,0.8849106684798567,0.4141899974883533
708,Low,House,High,Full-time,Expert,Large,Boerboel,0.2,0.4,0.4,0.6,0.4,3.668821462836513,0.928484936469036
709,Very High,Large Apartment,High,Part-time,First-time owner,Small,Coton de Tulear,0.8,0.4,0.6,0.8,1.0,-1.122435535872048,-1.557273935270929
710,High,Small Apartment,Very High,Part-time,Expert,Small,Bolognese,0.6,0.2,0.4,0.6,0.8,-1.2469789135143194,-1.3858422889440352
711,Low,Rural,Low,Limited,First-time owner,Medium,Cavalier King Charles Spaniel,0.4,0.4,0.4,1.0,0.8,-1.005218239267557,-1.128694819453694
712,Low,Small Apartment,Very Low,Full-time,Expert,Small,Bolognese,0.6,0.2,0.4,0.6,0.8,-1.2469789135143194,-1.3858422889440352
713,Very High,Rural,Low,Full-time,First-time owner,Large,Newfoundland,0.4,0.6,0.6,0.8,0.8,2.2036052552803778,1.3570640522862718
714,Moderate,House,Medium,Part-time,Expert,Medium,Old English Sheepdog,0.6,0.6,0.6,0.4,0.6,0.8849106684798567,0.4141899974883533
715,Low,Rural,Very Low,Minimal,Expert,Medium,Hanoverian Scenthound,0.2,0.2,0.6,0.4,0.4,1.148649585839961,0.1570425279980119
716,Very High,Large Apartment,Very High,Full-time,First-time owner,Small,Poodle (Toy),1.0,0.2,0.6,1.0,0.8,-1.3129136428543455,-1.557273935270929
717,Low,House,Medium,Minimal,Experienced,Large,Newfoundland,0.4,0.6,0.6,0.8,0.8,2.2036052552803778,1.3570640522862718
718,Very Low,Large Apartment,Very Low,Limited,Experienced,Medium,American Staffordshire Terrier,0.2,0.4,0.6,0.6,0.6,0.1523025647017896,-0.1858207646557762
719,Very Low,Small Apartment,Medium,Minimal,First-time owner,Small,Bolognese,0.6,0.2,0.4,0.6,0.8,-1.2469789135143194,-1.3858422889440352
720,Very Low,Rural,Medium,Full-time,Expert,Large,Caucasian Shepherd Dog,0.6,0.8,0.4,0.4,0.2,2.4819963347160443,1.271348229122824
721,Very Low,Small Apartment,Low,Full-time,First-time owner,Small,Bolognese,0.6,0.2,0.4,0.6,0.8,-1.2469789135143194,-1.3858422889440352
722,Very Low,Rural,High,Minimal,Experienced,Large,Newfoundland,0.4,0.6,0.6,0.8,0.8,2.2036052552803778,1.3570640522862718
723,Low,Large Apartment,Very Low,Minimal,First-time owner,Medium,Cavalier King Charles Spaniel,0.4,0.4,0.4,1.0,0.8,-1.005218239267557,-1.128694819453694
724,Very High,House,High,Part-time,First-time owner,Medium,Cocker Spaniel,0.8,0.4,0.6,1.0,1.0,-0.7268271598318915,-0.7858315267999056
725,Low,House,Very High,Part-time,Experienced,Large,Newfoundland,0.4,0.6,0.6,0.8,0.8,2.2036052552803778,1.3570640522862718
726,Very Low,House,Very Low,Limited,Expert,Medium,Hanoverian Scenthound,0.2,0.2,0.6,0.4,0.4,1.148649585839961,0.1570425279980119
727,Low,Large Apartment,Medium,Minimal,Expert,Small,Bolognese,0.6,0.2,0.4,0.6,0.8,-1.2469789135143194,-1.3858422889440352
728,Moderate,Small Apartment,Medium,Full-time,First-time owner,Small,Bolognese,0.6,0.2,0.4,0.6,0.8,-1.2469789135143194,-1.3858422889440352
729,Low,Large Apartment,Low,Minimal,First-time owner,Medium,Cavalier King Charles Spaniel,0.4,0.4,0.4,1.0,0.8,-1.005218239267557,-1.128694819453694
730,Low,House,Medium,Minimal,First-time owner,Small,Papillon,0.4,0.6,0.6,1.0,1.0,-1.2396528324765386,-1.642989758434376
731,Moderate,Small Apartment,Very High,Full-time,Expert,Small,Bolognese,0.6,0.2,0.4,0.6,0.8,-1.2469789135143194,-1.3858422889440352
732,Low,House,Medium,Minimal,Expert,Large,Boerboel,0.2,0.4,0.4,0.6,0.4,3.668821462836513,0.928484936469036
733,Low,Rural,Low,Limited,Expert,Large,Boerboel,0.2,0.4,0.4,0.6,0.4,3.668821462836513,0.928484936469036
734,Moderate,Small Apartment,Very Low,Limited,First-time owner,Small,Bolognese,0.6,0.2,0.4,0.6,0.8,-1.2469789135143194,-1.3858422889440352
735,High,House,Very High,Part-time,Expert,Medium,Old English Sheepdog,0.6,0.6,0.6,0.4,0.6,0.8849106684798567,0.4141899974883533
736,Moderate,Rural,Very Low,Limited,Expert,Medium,Hanoverian Scenthound,0.2,0.2,0.6,0.4,0.4,1.148649585839961,0.1570425279980119
737,Low,Rural,Low,Limited,Expert,Large,Boerboel,0.2,0.4,0.4,0.6,0.4,3.668821462836513,0.928484936469036
738,Very Low,Small Apartment,Very High,Minimal,First-time owner,Small,Bolognese,0.6,0.2,0.4,0.6,0.8,-1.2469789135143194,-1.3858422889440352
739,Very High,Large Apartment,Medium,Part-time,Experienced,Small,Havanese,0.6,0.4,0.6,0.8,1.0,-1.1663920220987318,-1.557273935270929
740,Moderate,House,Low,Limited,Expert,Large,Neapolitan Mastiff,0.4,0.6,0.6,0.2,0.2,2.350126876035992,1.4427798754497176
741,Low,Small Apartment,Very Low,Limited,First-time owner,Small,Bolognese,0.6,0.2,0.4,0.6,0.8,-1.2469789135143194,-1.3858422889440352
742,Very Low,House,Low,Full-time,Experienced,Medium,Cavalier King Charles Spaniel,0.4,0.4,0.4,1.0,0.8,-1.005218239267557,-1.128694819453694
743,Very High,Rural,High,Part-time,Expert,Large,Leonberger,0.8,0.8,0.6,1.0,0.8,2.350126876035992,1.6142115217766122
